Ticker,Sector,Industry,Company_Type,Current_Price,DCF_Price,Technical_Price,Comparable_Price,Startup_Price,Equity Value,RSI 14,Current_Multiples,Technical Trend on MA,MA_20,MA_50,MA_200,Relative_Valuation,Last_Close,Market_Cap,PE_Ratio,Revenue_Growth,Quality_Score,Quality_Grade,Growth_Quality,Median_Growth,Current_Revenue,Implied_Value_Estimate,Key_Risks,Recommendation,Confidence,Signal-Bullish,Signal-Bearish,Signal-Neutral,Signal-DCF,Signal-Startup,Signal-Technical,Signal-Comparable,Risk_Level,Investment_Thesis,Data_Quality,Next_Steps,Errors
UEIC,Technology,Consumer Electronics,turnaround,$4.50,$5.58,$7.20,$181.08,$0.00,"$74,457,451",38.49991680574111,"{'pe': None, 'ps': 0.1491023, 'pb': 0.39232782}",Strong Downtrend,4.7230000495910645,5.290400047302246,7.199950006008148,Undervalued,$0.00,"$60,016,360",,0.08,22,D,,0,$0,$0,['Weak financial health'],HOLD,Low,"['DCF shows 24% upside', 'Trading below peer multiples']","['Technical: Strong Downtrend', 'Poor quality metrics']",[],Buy,,Sell,Buy,Medium,Turnaround company requiring careful timing. Current signals: hold.,Medium,"['Monitor for catalysts that could change thesis', 'Review position at next earnings announcement']",[]
UEVM,,,startup_loss_making,$0.00,$0.00,$64.59,$0.00,$0.00,$0,50.601709845303304,,Strong Uptrend,55.18215808868408,54.080218658447265,48.87539546966553,N/A,$0.00,$0,10.858792,,20,D,Unknown,0.0%,$0,$0,"['Bankruptcy risk', 'Critical: <1 year cash runway', 'Weak financial health', 'Limited financial data availability']",AVOID,High,['Technical: Strong Uptrend'],"['Critical cash runway or poor growth', 'Poor quality metrics']",[],,Avoid,Buy,,Very High,High-risk speculative play on revenue growth potential. Avoid based on cash runway and growth metrics.,Low,"['Exit position immediately if held', 'Monitor for fundamental changes before reconsidering', 'Seek additional data sources beyond yFinance']",[]
UFCS,Financial Services,Insurance - Property & Casualty,financial,$30.94,$0.00,$43.21,$84.31,$0.00,$0,50.60922880810491,"{'pe': 8.814815, 'ps': 0.59628546, 'pb': 0.93263}",Strong Uptrend,31.221393585205078,29.643035926818847,28.015481605529786,Undervalued,$0.00,"$788,722,880",8.814815,0.114,52,C,,0,$0,$0,[],HOLD,Low,"['Technical: Strong Uptrend', 'Trading below peer multiples']",[],[],,,Buy,Buy,Low,Financial company requiring careful timing. Current signals: hold.,High,"['Monitor for catalysts that could change thesis', 'Review position at next earnings announcement']",[]
UFG,Industrials,Marine Shipping,growth_profitable,$7.55,$0.64,$12.38,$14.43,$0.00,"$6,290,318",57.40337565936819,"{'pe': 755.00006, 'ps': 1.5769607, 'pb': 50.000004}",Short-term Uptrend,7.190500020980835,4.798100004196167,,Undervalued,$0.00,"$244,733,264",755.00006,0.434,37,D,,0,$0,$0,['Weak financial health'],SELL,Medium,"['Technical: Short-term Uptrend', 'Trading below peer multiples']","['DCF shows -91% downside', 'Poor quality metrics']",[],Strong Sell,,Buy,Buy,Medium,Growth company with D fundamentals. Multiple analysis methods suggest sell.,High,['Monitor for fundamental changes before reconsidering'],[]
UFIV,,,startup_loss_making,$0.00,$0.00,$51.35,$0.00,$0.00,$0,52.1250368560088,,Strong Uptrend,49.44761219024658,49.069023818969725,47.96935220718384,N/A,$0.00,$0,,,3,D,Unknown,0.0%,$0,$0,"['Bankruptcy risk', 'Critical: <1 year cash runway', 'Weak financial health', 'Limited financial data availability']",AVOID,High,['Technical: Strong Uptrend'],"['Critical cash runway or poor growth', 'Poor quality metrics']",[],,Avoid,Buy,,Very High,High-risk speculative play on revenue growth potential. Avoid based on cash runway and growth metrics.,Low,"['Exit position immediately if held', 'Monitor for fundamental changes before reconsidering', 'Seek additional data sources beyond yFinance']",[]
UFO,,,startup_loss_making,$0.00,$0.00,$47.23,$0.00,$0.00,$0,64.05271409578044,,Strong Uptrend,34.35359992980957,32.07802001953125,26.05576192855835,N/A,$0.00,$0,23.155119,,15,D,Unknown,0.0%,$0,$0,"['Bankruptcy risk', 'Critical: <1 year cash runway', 'Weak financial health', 'Limited financial data availability']",AVOID,High,['Technical: Strong Uptrend'],"['Critical cash runway or poor growth', 'Poor quality metrics']",[],,Avoid,Buy,,Very High,High-risk speculative play on revenue growth potential. Avoid based on cash runway and growth metrics.,Low,"['Exit position immediately if held', 'Monitor for fundamental changes before reconsidering', 'Seek additional data sources beyond yFinance']",[]
UFPI,Basic Materials,Lumber & Wood Production,mature_profitable,$93.11,$132.55,$105.46,$185.86,$0.00,"$7,763,220,453",35.640189205315615,"{'pe': 16.16493, 'ps': 0.8335162, 'pb': 1.7336982}",Strong Downtrend,99.27229118347168,100.56472396850586,105.45919876098633,Undervalued,$0.00,"$5,453,093,888",16.16493,-0.035,59,C,,0,$0,$0,[],BUY,Medium,"['DCF shows 42% upside', 'Trading below peer multiples']",['Technical: Strong Downtrend'],[],Strong Buy,,Sell,Buy,Low,Stable dividend-paying company. DCF suggests Strong Buy with C quality metrics.,High,"['Consider position sizing based on risk tolerance', 'Monitor quarterly earnings for confirmation of thesis', 'Review management guidance and forward outlook']",[]
UFPT,Healthcare,Medical Devices,growth_profitable,$193.37,$238.64,$232.36,$248.37,$0.00,"$1,840,192,369",36.09268759132307,"{'pe': 22.432714, 'ps': 2.5334766, 'pb': 3.8680186}",Strong Downtrend,203.4895004272461,216.82800018310547,232.35764930725097,Undervalued,$0.00,"$1,491,100,416",22.432714,0.372,79,B,,0,$0,$0,[],BUY,High,"['DCF shows 23% upside', 'Trading below peer multiples', 'Good quality company metrics']",['Technical: Strong Downtrend'],[],Buy,,Sell,Buy,Low,Growth company with B fundamentals. Multiple analysis methods suggest buy.,High,"['Consider position sizing based on risk tolerance', 'Monitor quarterly earnings for confirmation of thesis', 'Review management guidance and forward outlook']",[]
UG,Consumer Defensive,Household & Personal Products,mature_profitable,$7.58,$10.45,$8.75,$7.96,$0.00,"$48,030,614",36.099198605638755,"{'pe': 13.535714, 'ps': 3.2078462, 'pb': 3.0380762}",Strong Downtrend,8.179499959945678,8.239570198059083,8.747503538131713,Undervalued,$0.00,"$34,824,936",13.535714,-0.163,64,B,,0,$0,$0,[],BUY,High,"['DCF shows 38% upside', 'Trading below peer multiples', 'Good quality company metrics']",['Technical: Strong Downtrend'],[],Strong Buy,,Sell,Buy,Low,Stable dividend-paying company. DCF suggests Strong Buy with B quality metrics.,High,"['Consider position sizing based on risk tolerance', 'Monitor quarterly earnings for confirmation of thesis', 'Review management guidance and forward outlook']",[]
UGRO,Industrials,Farm & Heavy Construction Machinery,startup_loss_making,$0.50,$0.00,$0.79,$0.00,$10.47,$0,48.46934500085191,,Uptrend,0.527900005877018,0.4551200020313263,0.5928549997508525,N/A,$0.00,"$6,360,330",,-0.495,0,D,Weak (<15%),6.7%,"$69,920,048","$139,840,096","['Bankruptcy risk', 'Critical: <1 year cash runway', 'Weak financial health']",AVOID,High,['Technical: Uptrend'],"['Critical cash runway or poor growth', 'Poor quality metrics']",[],,Avoid,Buy,,Very High,High-risk speculative play on revenue growth potential. Avoid based on cash runway and growth metrics.,Medium,"['Exit position immediately if held', 'Monitor for fundamental changes before reconsidering']",[]
UHG,Consumer Cyclical,Residential Construction,mature_profitable,$4.06,$8.29,$2.94,$17.03,$0.00,"$180,968,420",47.45229425421483,"{'pe': 81.2, 'ps': 0.535335, 'pb': 2.895863}",Downtrend,4.190499997138977,4.123000001907348,3.543674985170364,Undervalued,$0.00,"$238,739,616",81.2,-0.036,22,D,,0,$0,$0,['Weak financial health'],BUY,Medium,"['DCF shows 104% upside', 'Trading below peer multiples']","['Technical: Downtrend', 'Poor quality metrics']",[],Strong Buy,,Sell,Buy,Medium,Stable dividend-paying company. DCF suggests Strong Buy with D quality metrics.,High,"['Consider position sizing based on risk tolerance', 'Monitor quarterly earnings for confirmation of thesis', 'Review management guidance and forward outlook']",[]
UHGWW,,,turnaround,$1.95,$inf,$1.95,$0.00,$0.00,"$209,557,038",,"{'pe': None, 'ps': None, 'pb': 1.3908702}",Insufficient Moving Averages Data,,,,Fair,$0.00,$0,,,3,D,,0,$0,$0,"['Weak financial health', 'Limited financial data availability']",HOLD,Low,['DCF shows inf% upside'],['Poor quality metrics'],"['Technical: Insufficient Moving Averages Data', 'Fair valuation vs peers']",Strong Buy,,Neutral,Hold,Medium,Turnaround company requiring careful timing. Current signals: hold.,Low,"['Monitor for catalysts that could change thesis', 'Review position at next earnings announcement', 'Seek additional data sources beyond yFinance']",[]
UITB,,,startup_loss_making,$0.00,$0.00,$49.76,$0.00,$0.00,$0,56.5655234142696,,Strong Uptrend,47.44609699249268,46.976969146728514,45.89546377182007,N/A,$0.00,$0,,,3,D,Unknown,0.0%,$0,$0,"['Bankruptcy risk', 'Critical: <1 year cash runway', 'Weak financial health', 'Limited financial data availability']",AVOID,High,"['Technical: Strong Uptrend', 'Strong volume supporting uptrend']","['Critical cash runway or poor growth', 'Poor quality metrics']",[],,Avoid,Buy,,Very High,High-risk speculative play on revenue growth potential. Avoid based on cash runway and growth metrics.,Low,"['Exit position immediately if held', 'Monitor for fundamental changes before reconsidering', 'Seek additional data sources beyond yFinance']",[]
UIVM,,,startup_loss_making,$0.00,$0.00,$69.73,$0.00,$0.00,$0,49.433113236559734,,Strong Uptrend,60.87888355255127,59.90904823303222,52.70326583862305,N/A,$0.00,$0,12.475918,,20,D,Unknown,0.0%,$0,$0,"['Bankruptcy risk', 'Critical: <1 year cash runway', 'Weak financial health', 'Limited financial data availability']",AVOID,High,"['Technical: Strong Uptrend', 'Strong volume supporting uptrend']","['Critical cash runway or poor growth', 'Poor quality metrics']",[],,Avoid,Buy,,Very High,High-risk speculative play on revenue growth potential. Avoid based on cash runway and growth metrics.,Low,"['Exit position immediately if held', 'Monitor for fundamental changes before reconsidering', 'Seek additional data sources beyond yFinance']",[]
UK,Real Estate,Real Estate Services,reit,$1.04,$-56.97,$1.11,$261.87,$0.00,"$-113,959,799",49.10728193035348,"{'pe': None, 'ps': 0.012625217, 'pb': 0.02207318}",Strong Downtrend,1.0602499842643738,1.0417199909687043,1.107924993932247,Undervalued,$0.00,"$2,204,666",,,0,D,,0,$0,$0,['Weak financial health'],SELL,Medium,['Trading below peer multiples'],"['DCF shows -5578% downside', 'Technical: Strong Downtrend', 'High volume selling pressure', 'Poor quality metrics']",[],Strong Sell,,Sell,Buy,Medium,Reit company requiring careful timing. Current signals: sell.,Medium,['Monitor for fundamental changes before reconsidering'],[]
UKOMW,Real Estate,Real Estate Services,reit,$0.01,$-inf,$0.01,$0.00,$0.00,"$-113,959,799",,"{'pe': None, 'ps': None, 'pb': 0.00017828337}",Insufficient Moving Averages Data,,,,Fair,$0.00,$0,,,0,D,,0,$0,$0,['Weak financial health'],SELL,Medium,[],"['DCF shows -inf% downside', 'Poor quality metrics']","['Technical: Insufficient Moving Averages Data', 'Fair valuation vs peers']",Strong Sell,,Neutral,Hold,Medium,Reit company requiring careful timing. Current signals: sell.,Medium,['Monitor for fundamental changes before reconsidering'],[]
ULBI,Industrials,Electrical Equipment & Parts,cyclical,$7.02,$0.00,$5.86,$11.05,$0.00,$0,49.86482640278392,"{'pe': 36.94737, 'ps': 0.6532637, 'pb': 0.8438514}",Downtrend,6.923999953269958,7.391599950790405,6.842950000762939,Undervalued,$0.00,"$116,838,168",36.94737,0.13,39,D,,0,$0,$0,['Weak financial health'],HOLD,Low,['Trading below peer multiples'],"['Technical: Downtrend', 'Poor quality metrics']",[],,,Sell,Buy,Medium,Cyclical company requiring careful timing. Current signals: hold.,High,"['Monitor for catalysts that could change thesis', 'Review position at next earnings announcement']",[]
ULCC,Industrials,Airlines,startup_loss_making,$5.14,$0.00,$7.41,$0.00,$14.21,$0,52.82525320095169,,Uptrend,5.21949999332428,4.614999990463257,5.318700007200241,N/A,$0.00,"$1,172,718,976",,-0.045,0,D,Weak (<15%),7.9%,"$3,775,000,000","$7,550,000,000","['Bankruptcy risk', 'Weak financial health']",AVOID,High,['Technical: Uptrend'],"['Critical cash runway or poor growth', 'Poor quality metrics']",[],,Avoid,Buy,,Very High,High-risk speculative play on revenue growth potential. Avoid based on cash runway and growth metrics.,Medium,"['Exit position immediately if held', 'Monitor for fundamental changes before reconsidering']",[]
ULH,Industrials,Trucking,turnaround,$23.98,$-16.78,$29.55,$73.71,$0.00,"$-441,813,799",45.391665925250386,"{'pe': 10.380953, 'ps': 0.3784937, 'pb': 0.9658839}",Strong Downtrend,24.850039863586424,24.896315994262697,29.54504898071289,Undervalued,$0.00,"$631,383,488",10.380953,-0.148,32,D,,0,$0,$0,['Weak financial health'],SELL,Medium,['Trading below peer multiples'],"['DCF shows -170% downside', 'Technical: Strong Downtrend', 'Poor quality metrics']",[],Strong Sell,,Sell,Buy,Medium,Turnaround company requiring careful timing. Current signals: sell.,High,['Monitor for fundamental changes before reconsidering'],[]
ULTA,Consumer Cyclical,Specialty Retail,mature_profitable,$535.61,$522.51,$742.87,$411.97,$0.00,"$23,428,555,336",57.27010952676086,"{'pe': 20.576641, 'ps': 2.060643, 'pb': 9.230676}",Strong Uptrend,523.2749954223633,516.6865991210938,433.8968508911133,Overvalued,$0.00,"$24,015,876,096",20.576641,0.093,52,C,,0,$0,$0,[],HOLD,Medium,['Technical: Strong Uptrend'],['Trading above peer multiples'],['DCF suggests fair valuation'],Hold,,Buy,Sell,Low,Stable dividend-paying company. DCF suggests Hold with C quality metrics.,High,"['Monitor for catalysts that could change thesis', 'Review position at next earnings announcement']",[]
ULVM,,,startup_loss_making,$0.00,$0.00,$105.54,$0.00,$0.00,$0,66.95147875731064,,Strong Uptrend,88.6690299987793,87.08943786621094,82.39893634796142,N/A,$0.00,$0,19.014685,,20,D,Unknown,0.0%,$0,$0,"['Bankruptcy risk', 'Critical: <1 year cash runway', 'Weak financial health', 'Limited financial data availability']",AVOID,High,['Technical: Strong Uptrend'],"['Critical cash runway or poor growth', 'Poor quality metrics']",[],,Avoid,Buy,,Very High,High-risk speculative play on revenue growth potential. Avoid based on cash runway and growth metrics.,Low,"['Exit position immediately if held', 'Monitor for fundamental changes before reconsidering', 'Seek additional data sources beyond yFinance']",[]
ULY,Technology,Software - Application,startup_loss_making,$3.79,$0.00,$5.82,$0.00,$231.83,$0,39.35271009778444,,Strong Downtrend,3.975350022315979,4.772560024261475,5.824770025014877,N/A,$0.00,"$5,289,043",,-0.083,7,D,Declining,-1.6%,"$142,905,000","$371,553,000","['Bankruptcy risk', 'Critical: <1 year cash runway', 'Weak financial health', 'Limited financial data availability']",AVOID,High,[],"['Critical cash runway or poor growth', 'Technical: Strong Downtrend', 'Poor quality metrics']",[],,Avoid,Sell,,Very High,High-risk speculative play on revenue growth potential. Avoid based on cash runway and growth metrics.,Low,"['Exit position immediately if held', 'Monitor for fundamental changes before reconsidering', 'Seek additional data sources beyond yFinance']",[]
UMBF,Financial Services,Banks - Regional,financial,$118.74,$0.00,$159.02,$60.20,$0.00,$0,47.99422590384979,"{'pe': 13.447338, 'ps': 4.624988, 'pb': 1.31022}",Strong Uptrend,121.57774467468262,115.76358947753906,108.44514820098877,Overvalued,$0.00,"$9,015,720,960",13.447338,0.777,72,B,,0,$0,$0,[],HOLD,Low,"['Technical: Strong Uptrend', 'Good quality company metrics']",['Trading above peer multiples'],[],,,Buy,Sell,Low,Financial company requiring careful timing. Current signals: hold.,High,"['Monitor for catalysts that could change thesis', 'Review position at next earnings announcement']",[]
UMBFO,Financial Services,Banks - Regional,financial,$27.60,$0.00,$28.38,$0.00,$0.00,$0,77.52951757848957,"{'pe': None, 'ps': None, 'pb': 0.30454838}",Short-term Uptrend,26.87075004577637,26.52940013885498,,Fair,$0.00,$0,,0.777,55,C,,0,$0,$0,[],HOLD,Low,['Technical: Short-term Uptrend'],[],['Fair valuation vs peers'],,,Buy,Hold,Low,Financial company requiring careful timing. Current signals: hold.,Medium,"['Monitor for catalysts that could change thesis', 'Review position at next earnings announcement']",[]
UMMA,,,startup_loss_making,$0.00,$0.00,$32.72,$0.00,$0.00,$0,64.24307834426887,,Strong Uptrend,26.770290565490722,26.41090663909912,25.06006434440613,N/A,$0.00,$0,23.780584,,15,D,Unknown,0.0%,$0,$0,"['Bankruptcy risk', 'Critical: <1 year cash runway', 'Weak financial health', 'Limited financial data availability']",AVOID,High,['Technical: Strong Uptrend'],"['Critical cash runway or poor growth', 'Poor quality metrics']",[],,Avoid,Buy,,Very High,High-risk speculative play on revenue growth potential. Avoid based on cash runway and growth metrics.,Low,"['Exit position immediately if held', 'Monitor for fundamental changes before reconsidering', 'Seek additional data sources beyond yFinance']",[]
UNB,Financial Services,Banks - Regional,financial,$25.56,$0.00,$29.05,$20.89,$0.00,$0,41.92593791552506,"{'pe': 12.716417, 'ps': 2.376551, 'pb': 1.6324967}",Strong Downtrend,25.987499904632568,26.567786903381347,29.05179015159607,Overvalued,$0.00,"$116,332,168",12.716417,0.106,67,B,,0,$0,$0,[],SELL,Medium,['Good quality company metrics'],"['Technical: Strong Downtrend', 'High volume selling pressure', 'Trading above peer multiples']",[],,,Sell,Sell,Low,Financial company requiring careful timing. Current signals: sell.,High,['Monitor for fundamental changes before reconsidering'],[]
UNCY,Healthcare,Biotechnology,startup_loss_making,$3.85,$0.00,$5.72,$0.00,$1.24,$0,36.61516458492315,,Strong Downtrend,4.138000023365021,4.274800009727478,5.718499997854233,N/A,$0.00,"$67,997,536",,,18,D,Declining,-64.5%,$0,$0,"['Bankruptcy risk', 'Critical: <1 year cash runway', 'Weak financial health']",AVOID,High,[],"['Critical cash runway or poor growth', 'Technical: Strong Downtrend', 'High volume selling pressure', 'Poor quality metrics']",[],,Avoid,Sell,,Very High,High-risk speculative play on revenue growth potential. Avoid based on cash runway and growth metrics.,Medium,"['Exit position immediately if held', 'Monitor for fundamental changes before reconsidering']",[]
UNHG,,,startup_loss_making,$0.00,$0.00,$33.49,$0.00,$0.00,$0,71.6806543227473,,Near-term Uptrend,19.594999980926513,,,N/A,$0.00,$0,,,3,D,Unknown,0.0%,$0,$0,"['Bankruptcy risk', 'Critical: <1 year cash runway', 'Weak financial health', 'Limited financial data availability']",AVOID,High,['Technical: Near-term Uptrend'],"['Critical cash runway or poor growth', 'Poor quality metrics']",[],,Avoid,Buy,,Very High,High-risk speculative play on revenue growth potential. Avoid based on cash runway and growth metrics.,Low,"['Exit position immediately if held', 'Monitor for fundamental changes before reconsidering', 'Seek additional data sources beyond yFinance']",[]
UNIT,Real Estate,REIT - Specialty,reit,$6.41,$-14.91,$8.02,$8.30,$0.00,"$-3,670,005,593",44.81250730224562,"{'pe': 49.307693, 'ps': 1.3371329, 'pb': -0.37719196}",Strong Downtrend,6.611000061035156,7.20210560798645,8.02440515756607,Undervalued,$0.00,"$1,578,088,320",49.307693,0.02,26,D,,0,$0,$0,['Weak financial health'],SELL,Medium,['Trading below peer multiples'],"['DCF shows -333% downside', 'Technical: Strong Downtrend', 'High volume selling pressure', 'Poor quality metrics']",[],Strong Sell,,Sell,Buy,Medium,Reit company requiring careful timing. Current signals: sell.,Medium,['Monitor for fundamental changes before reconsidering'],[]
UNIY,,,startup_loss_making,$0.00,$0.00,$51.79,$0.00,$0.00,$0,59.42286821560711,,Strong Uptrend,49.29750003814697,48.78683380126953,47.621603870391844,N/A,$0.00,$0,,,3,D,Unknown,0.0%,$0,$0,"['Bankruptcy risk', 'Critical: <1 year cash runway', 'Weak financial health', 'Limited financial data availability']",AVOID,High,['Technical: Strong Uptrend'],"['Critical cash runway or poor growth', 'Poor quality metrics']",[],,Avoid,Buy,,Very High,High-risk speculative play on revenue growth potential. Avoid based on cash runway and growth metrics.,Low,"['Exit position immediately if held', 'Monitor for fundamental changes before reconsidering', 'Seek additional data sources beyond yFinance']",[]
UNTY,Financial Services,Banks - Regional,financial,$50.57,$0.00,$45.06,$36.75,$0.00,$0,45.8553662182562,"{'pe': 10.236842, 'ps': 4.363913, 'pb': 1.5861615}",Downtrend,52.07048511505127,50.6690665435791,45.98819669723511,Overvalued,$0.00,"$507,370,336",10.236842,0.408,77,B,,0,$0,$0,[],HOLD,Low,['Good quality company metrics'],"['Technical: Downtrend', 'Trading above peer multiples']",[],,,Sell,Sell,Low,Financial company requiring careful timing. Current signals: hold.,High,"['Monitor for catalysts that could change thesis', 'Review position at next earnings announcement']",[]
UOKA,Consumer Cyclical,Lodging,startup_loss_making,$3.39,$0.00,$6.18,$0.00,$1.29,$0,64.60864937580658,,Uptrend,2.8867500185966493,2.7728400230407715,3.548345001935959,N/A,$0.00,"$3,622,845",,1.164,35,D,Declining,-67.9%,"$48,375","$77,400","['Bankruptcy risk', 'High risk: <2 years cash runway', 'Weak financial health']",AVOID,High,"['Technical: Uptrend', 'Strong volume supporting uptrend']","['Critical cash runway or poor growth', 'Poor quality metrics']",[],,Avoid,Buy,,Very High,High-risk speculative play on revenue growth potential. Avoid based on cash runway and growth metrics.,Medium,"['Exit position immediately if held', 'Monitor for fundamental changes before reconsidering']",[]
UONE,Communication Services,Broadcasting,turnaround,$1.51,$57.03,$1.21,$166.36,$0.00,"$352,539,581",47.27897343697108,"{'pe': None, 'ps': 0.10071075, 'pb': 0.8215451}",Downtrend,1.5185000002384186,1.621199996471405,1.5401000034809114,Undervalued,$0.00,"$41,430,992",,-0.222,5,D,,0,$0,$0,['Weak financial health'],HOLD,Low,"['DCF shows 3677% upside', 'Trading below peer multiples']","['Technical: Downtrend', 'Poor quality metrics']",[],Strong Buy,,Sell,Buy,Medium,Turnaround company requiring careful timing. Current signals: hold.,Medium,"['Monitor for catalysts that could change thesis', 'Review position at next earnings announcement']",[]
UONEK,Communication Services,Broadcasting,turnaround,$0.72,$10.20,$0.73,$30.00,$0.00,"$349,698,337",44.761581806965246,"{'pe': None, 'ps': 0.10071075, 'pb': 0.39173013}",Strong Downtrend,0.8124999970197677,0.7259999990463257,0.7304000008106232,Undervalued,$0.00,"$41,430,992",,-0.222,5,D,,0,$0,$0,['Weak financial health'],HOLD,Low,"['DCF shows 1317% upside', 'Trading below peer multiples']","['Technical: Strong Downtrend', 'Poor quality metrics']",[],Strong Buy,,Sell,Buy,Medium,Turnaround company requiring careful timing. Current signals: hold.,Medium,"['Monitor for catalysts that could change thesis', 'Review position at next earnings announcement']",[]
UPB,Healthcare,Biotechnology,startup_loss_making,$16.75,$0.00,$31.61,$0.00,$7.59,$0,48.21881386782834,,Strong Uptrend,17.7125,16.23459999084473,12.093325028419494,N/A,$0.00,"$902,982,912",,0.837,35,D,Strong (30-50%),48.0%,"$2,370,000","$17,064,000","['High volatility - total loss possible', 'Weak financial health']",SPECULATIVE BUY,Low - High Risk,"['Strong revenue growth with adequate runway', 'Technical: Strong Uptrend', 'Strong volume supporting uptrend']",['Poor quality metrics'],[],,Speculative Buy,Buy,,Very High,High-risk speculative play on revenue growth potential. Speculative Buy based on cash runway and growth metrics.,Medium,"['Limit position size to <2% of portfolio', 'Monitor cash burn rate and runway quarterly', 'Set stop-loss at -50% to limit downside', 'Track revenue growth sustainability']",[]
UPBD,Technology,Software - Application,mature_profitable,$24.88,$71.16,$30.89,$337.44,$0.00,"$4,119,642,936",46.32884527872773,"{'pe': 13.822222, 'ps': 0.3213849, 'pb': 2.100287}",Uptrend,25.739999961853027,24.45979995727539,25.271269693374634,Undervalued,$0.00,"$1,440,442,624",13.822222,0.075,54,C,,0,$0,$0,[],BUY,Medium,"['DCF shows 186% upside', 'Technical: Uptrend', 'Strong volume supporting uptrend', 'Trading below peer multiples']",[],[],Strong Buy,,Buy,Buy,Low,Stable dividend-paying company. DCF suggests Strong Buy with C quality metrics.,High,"['Consider position sizing based on risk tolerance', 'Monitor quarterly earnings for confirmation of thesis', 'Review management guidance and forward outlook']",[]
UPC,Healthcare,Drug Manufacturers - Specialty & Generic,startup_loss_making,$4.16,$0.00,$9.99,$0.00,$168.28,$0,54.67940994207454,,Uptrend,3.9394999861717226,3.7579199981689455,9.132885035276413,N/A,$0.00,"$2,343,486",,-0.29,20,D,Declining,-19.5%,"$23,024,458","$55,258,699","['Bankruptcy risk', 'Weak financial health']",AVOID,High,"['Technical: Uptrend', 'Strong volume supporting uptrend']","['Critical cash runway or poor growth', 'Poor quality metrics']",[],,Avoid,Buy,,Very High,High-risk speculative play on revenue growth potential. Avoid based on cash runway and growth metrics.,Medium,"['Exit position immediately if held', 'Monitor for fundamental changes before reconsidering']",[]
UPGR,,,startup_loss_making,$0.00,$0.00,$29.79,$0.00,$0.00,$0,71.78262289558391,,Strong Uptrend,21.539149856567384,20.61908000946045,18.02645793914795,N/A,$0.00,$0,28.199512,,10,D,Unknown,0.0%,$0,$0,"['Bankruptcy risk', 'Critical: <1 year cash runway', 'Weak financial health', 'Limited financial data availability']",AVOID,High,['Technical: Strong Uptrend'],"['Critical cash runway or poor growth', 'Poor quality metrics']",[],,Avoid,Buy,,Very High,High-risk speculative play on revenue growth potential. Avoid based on cash runway and growth metrics.,Low,"['Exit position immediately if held', 'Monitor for fundamental changes before reconsidering', 'Seek additional data sources beyond yFinance']",[]
UPLD,Technology,Software - Application,turnaround,$2.61,$9.58,$3.87,$70.00,$0.00,"$275,564,120",56.19433601487405,"{'pe': None, 'ps': 0.29828435, 'pb': -1.7670954}",Uptrend,2.553749978542328,2.3220999884605407,2.9195250028371813,Undervalued,$0.00,"$75,095,168",,-0.23,0,D,,0,$0,$0,['Weak financial health'],HOLD,Low,"['DCF shows 267% upside', 'Technical: Uptrend', 'Trading below peer multiples']",['Poor quality metrics'],[],Strong Buy,,Buy,Buy,Medium,Turnaround company requiring careful timing. Current signals: hold.,Medium,"['Monitor for catalysts that could change thesis', 'Review position at next earnings announcement']",[]
UPST,Financial Services,Credit Services,financial,$60.61,$0.00,$42.99,$22.99,$0.00,$0,37.853482527668625,"{'pe': None, 'ps': 6.590994, 'pb': 8.066277}",Downtrend,66.69850044250488,70.69180015563965,61.86415002822876,Overvalued,$0.00,"$5,831,757,312",,0.906,20,D,,0,$0,$0,['Weak financial health'],SELL,Medium,[],"['Technical: Downtrend', 'Trading above peer multiples', 'Poor quality metrics']",[],,,Sell,Sell,Medium,Financial company requiring careful timing. Current signals: sell.,Medium,['Monitor for fundamental changes before reconsidering'],[]
UPWK,Communication Services,Internet Content & Information,mature_profitable,$19.92,$21.64,$25.45,$23.94,$0.00,"$2,869,540,461",77.13939585154272,"{'pe': 11.581395, 'ps': 3.4176598, 'pb': 4.3370347}",Uptrend,17.109500217437745,14.873400020599366,14.920900015830993,Undervalued,$0.00,"$2,641,522,944",11.581395,0.009,64,B,,0,$0,$0,[],HOLD,Medium,"['Technical: Uptrend', 'Strong volume supporting uptrend', 'Trading below peer multiples', 'Good quality company metrics']",[],['DCF suggests fair valuation'],Hold,,Buy,Buy,Low,Stable dividend-paying company. DCF suggests Hold with B quality metrics.,High,"['Monitor for catalysts that could change thesis', 'Review position at next earnings announcement']",[]
UPXI,Communication Services,Internet Content & Information,startup_loss_making,$6.16,$0.00,$-1.42,$0.00,$0.73,$0,47.58853997310705,,Downtrend,6.426000022888184,6.504100008010864,5.9144950091838835,N/A,$0.00,"$362,782,464",,-0.395,0,D,Declining,-4.3%,"$26,000,652","$52,001,304","['Bankruptcy risk', 'Critical: <1 year cash runway', 'Weak financial health']",AVOID,High,[],"['Critical cash runway or poor growth', 'Technical: Downtrend', 'High volume selling pressure', 'Poor quality metrics']",[],,Avoid,Sell,,Very High,High-risk speculative play on revenue growth potential. Avoid based on cash runway and growth metrics.,Medium,"['Exit position immediately if held', 'Monitor for fundamental changes before reconsidering']",[]
